,valor_venda
6547,420176.57
6548,695657.32
6549,342709.67
6550,488685.66
6551,492412.82
6552,287688.15
6553,594285.97
6554,565553.23
6555,762745.39
6556,616670.81
6557,478588.59
6558,787741.22
6559,437031.12
6560,688689.08
6561,614896.2
6562,690306.79
6563,583338.66
6564,282179.46
6565,243724.52
6566,290125.66
6567,316063.5
6568,442485.62
6569,393769.68
6570,550944.64
6571,645107.65
6572,510644.71
6573,612770.27
6574,246632.2
6575,351033.39
6576,537319.89
6577,449947.23
6578,665578.06
6579,364866.26
6580,301874.23
6581,350981.59
6582,737119.37
6583,438690.12
6584,623886.14
6585,288849.88
6586,525042.57
6587,252040.68
6588,430120.72
6589,442313.14
6590,287558.36
6591,313897.17
6592,668525.45
6593,650340.69
6594,310891.13
6595,505164.33
6596,388366.45
6597,789267.11
6598,394371.62
6599,495016.51
6600,691885.35
6601,394452.17
6602,724572.02
6603,797513.94
6604,692625.86
6605,455369.48
6606,366762.97
6607,433401.72
6608,252925.51
6609,558231.95
6610,785583.39
6611,550135.99
6612,757899.84
6613,620513.37
6614,505555.36
6615,657530.97
6616,244458.92
6617,303524.87
6618,344672.05
6619,634595.26
6620,750216.76
6621,376578.41
6622,462325.75
6623,615307.61
6624,394882.74
6625,289110.94
6626,773010.78
6627,582713.03
6628,550404.72
6629,466106.05
6630,575623.54
6631,530489.1
6632,450850.67
6633,340737.63
6634,589132.42
6635,412837.54
6636,479673.05
6637,796086.34
6638,580720.59
6639,675942.12
6640,442613.14
6641,343945.31
6642,481004.1
6643,260967.31
6644,383775.94
6645,723492.21
6646,482391.17
6647,308171.06
6648,448240.17
6649,769977.99
6650,325502.51
6651,458764.01
6652,291033.01
6653,677737.86
6654,598056.18
6655,629906.51
6656,326327.9
6657,361477.42
6658,602898.96
6659,292078.02
6660,641945.88
6661,778763.47
6662,267156.02
6663,268483.07
6664,246743.84
6665,425916.3
6666,493524.14
6667,734135.1
6668,585975.76
6669,492674.2
6670,737435.03
6671,344450.29
6672,347413.75
6673,739434.09
6674,286784.05
6675,709477.87
6676,578669.21
6677,398667.79
6678,309711.91
6679,782192.97
6680,475910.01
6681,398202.87
6682,345578.82
6683,592362.2
6684,670637.66
6685,507247.65
6686,641527.98
6687,646353.37
6688,543661.2
6689,526037.27
6690,291151.83
6691,730443.75
6692,432430.09
6693,505445.08
6694,649033.41
6695,528012.52
6696,427144.13
6697,406544.75
6698,305859.25
6699,413991.56
6700,562709.05
6701,437469.94
6702,348648.04
6703,238309.78
6704,529683.71
6705,392347.61
6706,775358.21
6707,538116.55
6708,535556.39
6709,472968.63
6710,524972.77
6711,263542.45
6712,439451.02
6713,541371.55
6714,242682.08
6715,669954.19
6716,606058.19
6717,444470.83
6718,531934.34
6719,671135.3
6720,361868.36
6721,475441.35
6722,532126.43
6723,715705.93
6724,574805.68
6725,265284.92
6726,507746.63
6727,456171.97
6728,643696.21
6729,524456.48
6730,633955.42
6731,715035.64
6732,371750.12
6733,678091.32
6734,528508.47
6735,322939.86
6736,517640.1
6737,775233.16
6738,419865.83
6739,284063.05
6740,514738.63
6741,268825.12
6742,681941.82
6743,550208.92
6744,364962.18
6745,351107.11
6746,749417.74
6747,335172.37
6748,579495.54
6749,326975.05
6750,624714.18
6751,547059.35
6752,772295.44
6753,752894.65
6754,694470.0
6755,261206.94
6756,341193.13
6757,754754.27
6758,425889.49
6759,410384.66
6760,421459.13
6761,349623.74
6762,785840.24
6763,532196.02
6764,395550.14
6765,405499.96
6766,441090.46
6767,587812.96
6768,386285.0
6769,258144.77
6770,516092.16
6771,692005.27
6772,348870.04
6773,786878.52
6774,578359.16
6775,612601.32
6776,628666.77
6777,497156.48
6778,599566.13
6779,655855.76
6780,526903.49
6781,594825.93
6782,445083.84
6783,780240.59
6784,276920.19
6785,684338.82
6786,453472.39
6787,789891.69
6788,265780.46
6789,505108.72
6790,467965.12
6791,794984.37
6792,426124.61
6793,588905.97
6794,327314.97
6795,281145.91
6796,502644.36
6797,653411.49
6798,551039.21
6799,589348.83
6800,639596.26
6801,649040.11
6802,574933.61
6803,540584.17
6804,329757.26
6805,740284.6
6806,425281.44
6807,397094.9
6808,625410.1
6809,481930.92
6810,245289.44
6811,581501.11
6812,504689.84
6813,667960.43
6814,318273.45
6815,711760.3
6816,732740.21
6817,771492.53
6818,786537.58
6819,589510.37
6820,489771.32
6821,352611.29
6822,751369.07
6823,506272.04
6824,485477.42
6825,423116.74
6826,526167.67
6827,250415.51
6828,250821.05
6829,742572.68
6830,489955.5
6831,374620.5
6832,748083.06
6833,425562.67
6834,706237.49
6835,289483.11
6836,252784.33
6837,465919.75
6838,459733.51
6839,359556.94
6840,513404.79
6841,347596.32
6842,646462.55
6843,642302.44
6844,791799.36
6845,753705.66
6846,315888.77
6847,648950.04
6848,587794.22
6849,439384.3
6850,374387.22
6851,483379.61
6852,612970.91
6853,409706.4
6854,580691.49
6855,713963.03
6856,433674.1
6857,481260.07
6858,508215.65
6859,503063.92
6860,580252.15
6861,688771.08
6862,777963.78
6863,772683.45
6864,769654.84
6865,799781.76
6866,622274.88
6867,690921.41
6868,680819.13
6869,268800.12
6870,428327.43
6871,406630.15
6872,299535.98
6873,396927.84
6874,721072.75
6875,732460.41
6876,627352.55
6877,288558.44
6878,716559.79
6879,267003.92
6880,440292.5
6881,567653.73
6882,544254.21
6883,293074.27
6884,383150.64
6885,739435.17
6886,457639.88
6887,765697.11
6888,522389.38
6889,490411.71
6890,358370.24
6891,594198.26
6892,460774.08
6893,513338.9
6894,661031.36
6895,340869.8
6896,502249.28
6897,405850.5
6898,343980.62
6899,703630.43
6900,417381.28
6901,557857.09
6902,350042.64
6903,487013.52
6904,575813.33
6905,258111.22
6906,517284.3
6907,524945.88
6908,602023.8
6909,695494.38
6910,420046.66
6911,450471.18
6912,416438.15
6913,362231.29
6914,620988.18
6915,768862.54
6916,345890.84
6917,614845.19
6918,248917.33
6919,752010.7
6920,505443.8
6921,760393.71
6922,763793.13
6923,368733.95
6924,264457.71
6925,337018.48
6926,331438.33
6927,763601.23
6928,395815.44
6929,753987.9
6930,313809.78
6931,516280.25
6932,588731.5
6933,310351.02
6934,429097.87
6935,248914.9
6936,287200.16
6937,462009.91
6938,792293.92
6939,489995.53
6940,265447.72
6941,288634.22
6942,685832.97
6943,796106.94
6944,447155.17
6945,622740.71
6946,333622.48
6947,386937.4
6948,394734.88
6949,609545.91
6950,569465.77
6951,752271.52
6952,743904.65
6953,297419.18
6954,755549.1
6955,254038.84
6956,381448.8
6957,669578.77
6958,730057.32
6959,315692.57
6960,243015.17
6961,563878.3
6962,437017.37
6963,555797.33
6964,338119.34
6965,741595.53
6966,761674.31
6967,514880.49
6968,643646.26
6969,406334.47
6970,395603.54
6971,799713.33
6972,452886.24
6973,351215.26
6974,683158.51
6975,714371.22
6976,506595.21
6977,738025.88
6978,676345.26
6979,545174.42
6980,374128.87
6981,286938.94
6982,790382.82
6983,326511.79
6984,471609.17
6985,381346.91
6986,702922.42
6987,760938.84
6988,507117.8
6989,375835.38
6990,694090.51
6991,395755.03
6992,642498.55
6993,262388.5
6994,628570.09
6995,263722.93
6996,709859.41
6997,443385.57
6998,637753.15
6999,370110.74
7000,690125.79
7001,330812.25
7002,603913.12
7003,596926.33
7004,420136.95
7005,443219.76
7006,794595.52
7007,272031.4
7008,772451.45
7009,399809.76
7010,582490.06
7011,296383.0
7012,247926.5
7013,303645.85
7014,769910.42
7015,666880.04
7016,439750.19
7017,717608.57
7018,284048.54
7019,760729.87
7020,242351.75
7021,729164.58
7022,711244.68
7023,647980.43
7024,781018.72
7025,398566.85
7026,663511.62
7027,494633.89
7028,404254.23
7029,394926.0
7030,362688.58
7031,712203.52
7032,466913.54
7033,769176.91
7034,367903.95
7035,469799.83
7036,488789.77
7037,785512.78
7038,430204.18
7039,477685.64
7040,503057.35
7041,303380.27
7042,297846.0
7043,350945.74
7044,317059.43
7045,372698.09
7046,452353.98
7047,587767.98
7048,602729.12
7049,424202.48
7050,716362.04
7051,265600.15
7052,290629.28
7053,643663.67
7054,472624.12
7055,627312.28
7056,522600.51
7057,284704.45
7058,620685.68
7059,385736.13
7060,621862.14
7061,376865.27
7062,778583.8
7063,730134.73
7064,572835.27
7065,472577.97
7066,536267.11
7067,376404.09
7068,692576.12
7069,691617.53
7070,483745.2
7071,790355.14
7072,297504.22
7073,632189.78
7074,672295.8
7075,408458.24
7076,413650.73
7077,792676.85
7078,516322.5
7079,501443.94
7080,526233.85
7081,425067.26
7082,252898.38
7083,465121.03
7084,436867.44
7085,695598.86
7086,320561.77
7087,559016.56
7088,354401.05
7089,385515.47
7090,357942.89
7091,716875.55
7092,253209.98
7093,413556.23
7094,465328.66
7095,387788.54
7096,368920.75
7097,376984.52
7098,749456.19
7099,432987.93
7100,456770.72
7101,601902.08
7102,647628.92
7103,395663.54
7104,372585.68
7105,637012.85
7106,768889.97
7107,779927.45
7108,394903.54
7109,669875.52
7110,610935.79
7111,476781.32
7112,344305.97
7113,309649.23
7114,633952.2
7115,375268.2
7116,613210.89
7117,443145.77
7118,797414.45
7119,523597.79
7120,480348.72
7121,425673.63
7122,395709.21
7123,753474.38
7124,329805.54
7125,344368.53
7126,463553.39
7127,564075.76
7128,751117.53
7129,765959.33
7130,730789.91
7131,289776.22
7132,725848.2
7133,246622.66
7134,371539.71
7135,740697.26
7136,781597.02
7137,401118.85
7138,473431.65
7139,407930.79
7140,369636.02
7141,505363.0
7142,530635.94
7143,401818.48
7144,726842.13
7145,529980.69
7146,448032.03
7147,248493.37
7148,752322.25
7149,752881.68
7150,439635.43
7151,289351.18
7152,307130.76
7153,528503.04
7154,523511.11
7155,532331.54
7156,431554.73
7157,287466.18
7158,625105.57
7159,348935.73
7160,326838.92
7161,753859.77
7162,754307.77
7163,614927.0
7164,414885.26
7165,593447.64
7166,341116.44
7167,432500.7
7168,738664.27
7169,781054.83
7170,544204.17
7171,318466.54
7172,594503.46
7173,480858.08
7174,299627.92
7175,792179.33
7176,404566.76
7177,699373.94
7178,736871.63
7179,664387.94
7180,666615.18
7181,597413.81
7182,735812.34
7183,539327.1
7184,622662.49
7185,691661.94
7186,657308.62
7187,730044.28
7188,726851.24
7189,771078.15
7190,352332.43
7191,778207.89
7192,265512.93
7193,510028.84
7194,398580.66
7195,635643.71
7196,543605.11
7197,454995.57
7198,558298.17
7199,536598.9
7200,701840.48
7201,619822.9
7202,246844.8
7203,246673.74
7204,596976.48
7205,410736.2
7206,488476.03
7207,409141.3
7208,404937.89
7209,440371.25
7210,273191.85
7211,555527.46
7212,746135.01
7213,795728.86
7214,791892.31
7215,640510.44
7216,706807.88
7217,714530.02
7218,364038.2
7219,315886.07
7220,585615.65
7221,789965.09
7222,308489.03
7223,586092.6
7224,261395.15
7225,706942.99
7226,588854.14
7227,356551.84
7228,339756.72
7229,459965.21
7230,432308.79
7231,358850.97
7232,392550.11
7233,754324.11
7234,400291.11
7235,565507.47
7236,734599.83
7237,451203.85
7238,697081.93
7239,727874.82
7240,759028.32
7241,621498.96
7242,334247.62
7243,411579.25
7244,388579.13
7245,270564.67
7246,633935.14
7247,758264.2
7248,538083.42
7249,706113.8
7250,678472.18
7251,680814.27
7252,556429.5
7253,510141.86
7254,446104.64
7255,750532.59
7256,423595.07
7257,797633.0
7258,337280.61
7259,740130.35
7260,482657.36
7261,323296.17
7262,429878.69
7263,746034.88
7264,796628.35
7265,364275.74
7266,330937.3
7267,682636.11
7268,796152.47
7269,742799.2
7270,668155.1
7271,545204.1
7272,633890.31
7273,307326.02
7274,303849.77
7275,554048.88
7276,276975.11
7277,784825.95
7278,352140.76
7279,563930.32
7280,348385.61
7281,711301.0
7282,480771.26
7283,396837.46
7284,406018.49
7285,361661.85
7286,537545.54
7287,421462.09
7288,689128.76
7289,682825.08
7290,524089.32
7291,755706.67
7292,439965.24
7293,382542.37
7294,590312.79
7295,482601.51
7296,344990.98
7297,243235.06
7298,755690.02
7299,251505.2
7300,252656.4
7301,610491.42
7302,595934.44
7303,602661.21
7304,780724.59
7305,483990.0
7306,620769.33
7307,655714.06
7308,376438.96
7309,433360.64
7310,791159.65
7311,263735.66
7312,593933.08
7313,317552.8
7314,642345.34
7315,692402.76
7316,441252.84
7317,323538.93
7318,370507.13
7319,394079.82
7320,705566.44
7321,718034.76
7322,421560.21
7323,642682.88
7324,302579.82
7325,787711.65
7326,522181.66
7327,692275.08
7328,602138.64
7329,429048.88
7330,316042.78
7331,325807.44
7332,702535.15
7333,430731.03
7334,747179.17
7335,498463.38
7336,772020.2
7337,423769.16
7338,423585.07
7339,615890.22
7340,711439.01
7341,632791.3
7342,675959.84
7343,333703.06
7344,262536.64
7345,503619.88
7346,483157.58
7347,623973.27
7348,416912.35
7349,314793.97
7350,778175.93
7351,783463.42
7352,567126.36
7353,791317.01
7354,279061.87
7355,265665.0
7356,307462.03
7357,546754.95
7358,395801.92
7359,590549.94
7360,585261.91
7361,259033.46
7362,400573.46
7363,670683.39
7364,489091.81
7365,788573.2
7366,755973.2
7367,364828.82
7368,496256.6
7369,740849.24
7370,680448.42
7371,716713.65
7372,534496.23
7373,779355.66
7374,599619.14
7375,745096.22
7376,363192.8
7377,274034.7
7378,698249.45
7379,681460.98
7380,502791.29
7381,432373.26
7382,494338.67
7383,695451.89
7384,742420.64
7385,265570.61
7386,266356.83
7387,467748.37
7388,251771.33
7389,304399.03
7390,687517.99
7391,310705.93
7392,339255.13
7393,571708.32
7394,451853.97
7395,478839.77
7396,397418.37
7397,342895.34
7398,793843.05
7399,265946.73
7400,345842.59
7401,324595.27
7402,739014.86
7403,466346.9
7404,415790.52
7405,632504.42
7406,522736.31
7407,253831.6
7408,601833.86
7409,450517.19
7410,612410.58
7411,483790.57
7412,701557.02
7413,386753.21
7414,714385.03
7415,790105.98
7416,636442.84
7417,655024.4
7418,508678.96
7419,731575.13
7420,530286.65
7421,459944.35
7422,583464.87
7423,551861.05
7424,666921.93
7425,599946.71
7426,619774.25
7427,418068.68
7428,654435.06
7429,769892.82
7430,547208.63
7431,649714.42
7432,343515.02
7433,325396.38
7434,791166.78
7435,381057.08
7436,324675.14
7437,374762.98
7438,623139.03
7439,271476.12
7440,712811.13
7441,762833.39
7442,642205.61
7443,384202.6
7444,690738.29
7445,372149.78
7446,449138.86
7447,414983.66
7448,704920.71
7449,619542.76
7450,714161.2
7451,427401.63
7452,631620.08
7453,307510.29
7454,652816.42
7455,485071.06
7456,527971.27
7457,794003.08
7458,467731.59
7459,250634.39
7460,725423.23
7461,329888.47
7462,578675.88
7463,278232.17
7464,542130.28
7465,471834.81
7466,709435.67
7467,577562.17
7468,622547.53
7469,421019.06
7470,698915.26
7471,546421.98
7472,482590.02
7473,577650.27
7474,322459.63
7475,589371.11
7476,560862.13
7477,514556.28
7478,646753.36
7479,789171.18
7480,621484.48
7481,638209.08
7482,398559.79
7483,786908.22
7484,319827.8
7485,358350.9
7486,674431.38
7487,499112.75
7488,656760.48
7489,766958.77
7490,676865.36
7491,499322.72
7492,763611.19
7493,317850.19
7494,313929.16
7495,541236.04
7496,286902.57
7497,429117.44
7498,266268.58
7499,365848.36
7500,531043.96
7501,574493.58
7502,453809.67
7503,665915.45
7504,413863.52
7505,795809.0
7506,720041.13
7507,562835.76
7508,741947.81
7509,712480.82
7510,766513.53
7511,691765.08
7512,540075.08
7513,702254.4
7514,591259.86
7515,527570.07
7516,369831.45
7517,419141.78
7518,525486.65
7519,775583.24
7520,513168.0
7521,287534.1
7522,430547.58
7523,342611.96
7524,732359.92
7525,667512.48
7526,723806.92
7527,298665.18
7528,418916.12
7529,539473.24
7530,690142.55
7531,340757.61
7532,652760.01
7533,683680.12
7534,294138.78
7535,488049.7
7536,629476.94
7537,748681.55
7538,596382.09
7539,757963.42
7540,265031.92
7541,790095.0
7542,792283.55
7543,454357.85
7544,755004.33
7545,501344.35
7546,678361.81
7547,485267.39
7548,714443.7
7549,447664.83
7550,264649.06
7551,407650.77
7552,341318.05
7553,669225.26
7554,738167.14
7555,363905.7
7556,275554.93
7557,710416.19
7558,604242.35
7559,430599.34
7560,600344.55
7561,288651.33
7562,595050.87
7563,293228.88
7564,699290.53
7565,648173.39
7566,511364.45
7567,562056.74
7568,293312.32
7569,518505.0
7570,374351.13
7571,368069.01
7572,497268.42
7573,703023.74
7574,312499.22
7575,695792.61
7576,353750.36
7577,439920.31
7578,510218.47
7579,638260.81
7580,396821.77
7581,550079.36
7582,647125.76
7583,677656.55
7584,309735.26
7585,586064.32
7586,581363.86
7587,550833.33
7588,529540.8
7589,403741.26
7590,761842.35
7591,582330.75
7592,489509.45
7593,531506.75
7594,708156.81
7595,781303.24
7596,705616.94
7597,401435.79
7598,743260.31
7599,590379.17
7600,524806.1
7601,605556.24
7602,359011.81
7603,784390.66
7604,303959.5
7605,451194.03
7606,646696.43
7607,763839.33
7608,547469.18
7609,512878.85
7610,709856.37
7611,748445.15
7612,314519.28
7613,284714.55
7614,379141.02
7615,617253.54
7616,409371.1
7617,469839.03
7618,440206.56
7619,359153.38
7620,690122.64
7621,620953.64
7622,289837.56
7623,676951.05
7624,430783.08
7625,665612.21
7626,673545.54
7627,272992.27
7628,651889.86
7629,487015.1
7630,636830.62
7631,391468.41
7632,331661.76
7633,253960.81
7634,467372.42
7635,381210.57
7636,437787.42
7637,713981.92
7638,577001.85
7639,568186.13
7640,529871.89
7641,756890.7
7642,451657.13
7643,559038.62
7644,513307.52
7645,777927.54
7646,648098.97
7647,342147.01
7648,606964.03
7649,363716.86
7650,625276.43
7651,538412.6
7652,287972.49
7653,655015.0
7654,264634.34
7655,765492.06
7656,602406.84
7657,273455.44
7658,370010.95
7659,451518.58
7660,533350.13
7661,265487.55
7662,417186.32
7663,501104.12
7664,307914.59
7665,527522.29
7666,277754.84
7667,393698.48
7668,268643.9
7669,397060.84
7670,446701.78
7671,263226.97
7672,743132.85
7673,291731.85
7674,711889.21
7675,640933.99
7676,428368.68
7677,447590.63
7678,429726.1
7679,652831.81
7680,567444.48
7681,571684.15
7682,317165.44
7683,373975.03
7684,639434.96
7685,503004.64
7686,624879.34
7687,409460.5
7688,696540.51
7689,680097.81
7690,789066.1
7691,301279.15
7692,640569.15
7693,467454.55
7694,398974.45
7695,466736.82
7696,735380.67
7697,411956.34
7698,539890.64
7699,435317.21
7700,605559.41
7701,477854.82
7702,297994.74
7703,426230.03
7704,427423.68
7705,716024.81
7706,787776.71
7707,416256.55
7708,650152.37
7709,543181.13
7710,634914.62
7711,538215.41
7712,343346.21
7713,255290.48
7714,668665.41
7715,665095.1
7716,415654.7
7717,764872.86
7718,402773.4
7719,757190.51
7720,388857.28
7721,523855.22
7722,309306.69
7723,630893.04
7724,281487.86
7725,251381.14
7726,512983.48
7727,283727.15
7728,251696.73
7729,333537.51
7730,330546.88
7731,679395.88
7732,604230.62
7733,766730.18
7734,679663.62
7735,697087.92
7736,688084.89
7737,503222.97
7738,784111.83
7739,703241.01
7740,291879.73
7741,592780.25
7742,618679.57
7743,352852.81
7744,444027.26
7745,330393.9
7746,347906.99
7747,382195.46
7748,706595.76
7749,507419.55
7750,637150.3
7751,554753.25
7752,474483.31
7753,503484.95
7754,724186.64
7755,628753.43
7756,274778.38
7757,436053.88
7758,508064.6
7759,582319.6
7760,412489.55
7761,726567.86
7762,488087.22
7763,533552.66
7764,448538.82
7765,632651.33
7766,531767.74
7767,381414.01
7768,348235.08
7769,712656.83
7770,323954.1
7771,350212.72
7772,484341.21
7773,397758.7
7774,738033.36
7775,250009.77
7776,316487.05
7777,397861.1
7778,297267.05
7779,685691.25
7780,519472.16
7781,676209.81
7782,404745.72
7783,346374.36
7784,790843.05
7785,711990.13
7786,575881.92
7787,392260.91
7788,475451.66
7789,510392.8
7790,554513.83
7791,298036.12
7792,383684.35
7793,615166.0
7794,379819.25
7795,266611.48
7796,604840.44
7797,275306.52
7798,531130.26
7799,585062.11
7800,311924.31
7801,335085.58
7802,571455.6
7803,575041.09
7804,435372.39
7805,591232.13
7806,591826.44
7807,552484.6
7808,359117.18
7809,284843.8
7810,684742.57
7811,597332.5
7812,615349.9
7813,691539.48
7814,529948.39
7815,761194.69
7816,381558.21
7817,419230.39
7818,557783.2
7819,769396.65
7820,414025.72
7821,526879.02
7822,523360.17
7823,417712.26
7824,358530.8
7825,448476.97
7826,314919.26
7827,631544.56
7828,437039.88
7829,773018.64
7830,696152.35
7831,475259.43
7832,787610.73
7833,777001.91
7834,448177.33
7835,722894.84
7836,516948.71
7837,502259.73
7838,605315.87
7839,510926.13
7840,348433.72
7841,592456.36
7842,344335.15
7843,509365.68
7844,256563.88
7845,408528.08
7846,664272.83
7847,579324.83
7848,707948.83
7849,422222.25
7850,365388.7
7851,432195.79
7852,431113.15
7853,403996.34
7854,297462.57
7855,565749.61
7856,362268.18
7857,592010.79
7858,607033.93
7859,436096.88
7860,707465.93
7861,561070.84
7862,548945.11
7863,306423.52
7864,650587.31
7865,341289.04
7866,709325.04
7867,599836.19
7868,781773.21
7869,761765.72
7870,539005.16
7871,706495.31
7872,627109.23
7873,407674.31
7874,531380.37
7875,493742.57
7876,767807.03
7877,441685.42
7878,459900.36
7879,751183.35
7880,504166.75
7881,312123.02
7882,259812.64
7883,277934.15
7884,486919.42
7885,638674.65
7886,312411.69
7887,523402.82
7888,772160.0
7889,526128.01
7890,721277.58
7891,314016.56
7892,370581.17
7893,538611.57
7894,695583.35
7895,720330.23
7896,353132.79
7897,496352.77
7898,657894.38
7899,415691.83
7900,577720.63
7901,712683.97
7902,452421.31
7903,645242.61
7904,395449.42
7905,519100.61
7906,499228.22
7907,424078.97
7908,392913.99
7909,623647.69
7910,394711.64
7911,482720.49
7912,474493.93
7913,659095.72
7914,367669.4
7915,421556.34
7916,355548.62
7917,379507.64
7918,727155.28
7919,364866.29
7920,390745.73
7921,437305.52
7922,387563.6
7923,736513.02
7924,638077.52
7925,240384.22
7926,386461.87
7927,337316.55
7928,452935.98
7929,500746.96
7930,756149.33
7931,271916.83
7932,796231.87
7933,711666.46
7934,457105.02
7935,422716.58
7936,773528.64
7937,377219.21
7938,616684.43
7939,310016.23
7940,688888.1
7941,283095.86
7942,660384.23
7943,654174.73
7944,630539.19
7945,722771.29
7946,486906.57
7947,694412.11
7948,648011.63
7949,487742.79
7950,256444.01
7951,244283.99
7952,489057.86
7953,463548.84
7954,282964.27
7955,364780.47
7956,720862.05
7957,361950.91
7958,750660.99
7959,660661.76
7960,655636.67
7961,553026.58
7962,387732.47
7963,787896.29
7964,752178.76
7965,454622.2
7966,537940.22
7967,510471.7
7968,339037.75
7969,649845.14
7970,586221.02
7971,598223.09
7972,480256.27
7973,640238.52
7974,657914.18
7975,371628.83
7976,498038.13
7977,624853.19
7978,646371.32
7979,533100.04
7980,491181.71
7981,569662.26
7982,431098.76
7983,353934.89
7984,554804.89
7985,781558.57
7986,684180.36
7987,657664.97
7988,637826.25
7989,379392.64
7990,320577.63
7991,636828.75
7992,670759.55
7993,263856.5
7994,246529.07
7995,441776.62
7996,286284.28
7997,697376.39
7998,725609.26
7999,318649.27
8000,775696.69
8001,505555.53
8002,742811.39
8003,772630.2
8004,738320.37
8005,575400.5
8006,244159.65
8007,501001.44
8008,450731.72
8009,619211.61
8010,477591.41
8011,400315.87
8012,327652.06
8013,657788.5
8014,792442.65
8015,782682.48
8016,308175.75
8017,535974.33
8018,580501.35
8019,421352.2
8020,645867.76
8021,379110.83
8022,547765.44
8023,474065.45
8024,609876.36
8025,633177.49
8026,454215.02
8027,781308.12
8028,279047.02
8029,264000.9
8030,336888.89
8031,654972.59
8032,286230.31
8033,553138.7
8034,577067.23
8035,446867.53
8036,274923.47
8037,576806.63
8038,353894.54
8039,432334.29
8040,371411.87
8041,616511.4
8042,470740.71
8043,515329.24
8044,463316.71
8045,784561.67
8046,346747.0
8047,291621.97
8048,240535.95
8049,657448.39
8050,396512.03
8051,785055.89
8052,582590.7
8053,313785.12
8054,448080.53
8055,680886.38
8056,622719.79
8057,436284.18
8058,694553.88
8059,679713.7
8060,480895.65
8061,714023.9
8062,489014.1
8063,585620.58
8064,508446.49
8065,752605.08
8066,519388.03
8067,339453.71
8068,431483.41
8069,298893.12
8070,429872.25
8071,323332.86
8072,364187.92
8073,425334.68
8074,278261.72
8075,467283.1
8076,717432.41
8077,595375.62
8078,752274.54
8079,390579.18
8080,450690.0
8081,506646.23
8082,528915.36
8083,394021.56
8084,545596.66
8085,357433.74
8086,619282.85
8087,533119.11
8088,786314.53
8089,295874.48
8090,463864.82
8091,279040.6
8092,527344.68
8093,708516.95
8094,427328.38
8095,389680.19
8096,700332.88
8097,452490.83
8098,445025.31
8099,568643.66
8100,423080.91
8101,733863.77
8102,314264.47
8103,274056.22
8104,414145.32
8105,578715.98
8106,453120.92
8107,306184.27
8108,636944.04
8109,379936.46
8110,345948.28
8111,329918.13
8112,386648.17
8113,446272.09
8114,649974.3
8115,665274.98
8116,633948.26
8117,464438.45
8118,668325.93
8119,268963.06
8120,329885.13
8121,694082.17
8122,748681.41
8123,269582.47
8124,248298.6
8125,445799.79
8126,405660.55
8127,378011.56
8128,780903.17
8129,486221.87
8130,734920.91
8131,313768.35
8132,798033.15
8133,338445.33
8134,435729.82
8135,466675.66
8136,274923.87
8137,582329.35
8138,745673.88
8139,420602.17
8140,632779.14
8141,435414.42
8142,457945.62
8143,522399.15
8144,766246.06
8145,525455.97
8146,549911.89
8147,300857.36
8148,545723.47
8149,271169.52
8150,437501.49
8151,545300.46
8152,724588.14
8153,602000.01
8154,448316.54
8155,432082.62
8156,481379.99
8157,277754.65
8158,376192.5
8159,725986.29
8160,426056.83
8161,257781.16
8162,461589.22
8163,627479.36
8164,410811.48
8165,726756.96
8166,371341.38
8167,715604.79
8168,286029.51
8169,718709.89
8170,356253.83
8171,771715.2
8172,759589.29
8173,356182.2
8174,651283.96
8175,792047.66
8176,662164.29
8177,441431.9
8178,484230.37
8179,388752.92
8180,330779.93
8181,725511.13
8182,292477.7
8183,575714.05
8184,671649.12
8185,693144.87
8186,330176.89
8187,427532.16
8188,325724.03
8189,798032.92
8190,771507.79
8191,593003.11
8192,636326.44
8193,763582.97
8194,559372.66
8195,730935.39
8196,315758.66
8197,418145.77
8198,401177.06
8199,750898.43
8200,557591.4
8201,456594.87
8202,419099.56
8203,391578.6
8204,472018.35
8205,320920.68
8206,793355.53
8207,494985.65
8208,685712.67
8209,352982.28
8210,248447.88
8211,433237.12
8212,297715.64
8213,303685.54
8214,783118.5
8215,510996.05
8216,739178.35
8217,424044.31
8218,659772.99
8219,538140.18
8220,524252.73
8221,470019.28
8222,618801.03
8223,327694.48
8224,628575.48
8225,617848.86
8226,491441.46
8227,753365.02
8228,457773.0
8229,645910.13
8230,702964.32
8231,436234.07
8232,287584.85
8233,411309.79
8234,275569.68
8235,675501.92
8236,342991.63
8237,549342.4
8238,512796.59
8239,330449.92
8240,523550.02
8241,799771.35
8242,543314.04
8243,786500.15
8244,761471.9
8245,723862.86
8246,412997.8
8247,735258.13
8248,684436.41
8249,288147.54
8250,694089.18
8251,532646.65
8252,550762.68
8253,263452.15
8254,320154.2
8255,297127.85
8256,654826.01
8257,253081.54
8258,701777.52
8259,648577.92
8260,409236.46
8261,720394.48
8262,239841.03
8263,237540.81
8264,421043.77
8265,630648.1
8266,440791.86
8267,550660.39
8268,495637.01
8269,597113.12
8270,496179.86
8271,657519.6
8272,784178.03
8273,367129.5
8274,350380.79
8275,414422.28
8276,495647.95
8277,799895.88
8278,471639.55
8279,658530.01
8280,519509.18
8281,546532.81
8282,249315.2
8283,797677.08
8284,435961.8
8285,665806.42
8286,362152.21
8287,389416.14
8288,629798.81
8289,648992.76
8290,367138.71
8291,435901.45
8292,650045.96
8293,440376.58
8294,295035.58
8295,633662.59
